id;subject;questionType;question;completed;answers/0;answers/1;answers/2;answers/3;answers/4;answers/5;answers/6;answers/7;answers/8;answers/9;;correct/0;correct/1;correct/2;correct/3;correct/4;correct/5;correct/6;correct/7;correct/8;correct/9;;title/0;title/1;title/2;title/3;title/4;title/5;title/6;title/7;title/8;title/9;;;;
1257;porter;MC;Aus welchen fünf Kräften besteht das Five Forces Model von Michael Porter?;false;Zulieferer;Marketing;Vertrieb;Kunden;After-Sales Service;Ersatzprodukte;Export und Import;Potenzielle Mitbewerber;Mitbewerber Rivalität;;;1;0;0;1;0;1;0;1;1;;;;;;;;;;;;;;;;
1258;porter;DD;Ordne folgende Begriffe zu:;false;Bedrohung durch Substitutionsprodukte;Bedrohung durch neue Anbieter;Verhandlungsstärke der Lieferanten;Verhandlungsstärke der Abnehmer;Rivalität unter den bestehenden Wettbewerbern;;;;;;;2;5;1;3;4;;;;;;;Zulieferer;Ersatzprodukte;Kunden;Mitbewerber Rivalität;Potenzielle Mitbewerber;;;;;;;;;
1259;porter;DD;Ordne folgende Begriffe zu:;false;Ein Frucht- und Kräuterlieferant eines Bionadeherstellers könnte damit drohen, die Rohstoffe selbst zu einer Limonade zu verarbeiten.;Siruphersteller: Mittels Sirup lässt sich Leitungswasser zu einem geschmackhaltigen Erfrischungsgetränk aufwerten, welches ein Substitut für Softdrinks darstellt.;Ein Großabnehmer könnte die Softdrink Preise in gewisser Weise drücken, und damit drohen anstelle von Softdrink-Automaten, frischgepresste Säfte auszuschenken.;Coca Cola hat einen sehr großen Bekanntheitsgrad und befindet sich im Kühlschrank vieler Kunden. Um als Mitbewerber in den Markt einzutreten sind erhöhte Werbekosten nötig, um das eigene Produkt dem Kunden schmackhaft zu machen.;Die Rivalität in dem deutschen Getränkemarkt ist groß. Die Gesellschaft altert und ein großes Marktwachstum ist nicht erkennbar. Es sind einige „Bigplayer“ wie bspw. CocaCola  am Markt vertreten welche über eine hohe Kundenloyalität und hohe Werbebudgets verfügen.;;;;;;;1;2;3;4;5;;;;;;;Zulieferer;Ersatzprodukte;Kunden;Potenzielle Mitbewerber;Mitbewerber Rivalität;;;;;;;;;
1260;porter;MC;Welche der folgenden Aussagen sind wahr?;false;Das Five Forces Modell basiert darauf, dass die Attraktivität einer Branche durch die Ausprägung der fünf wesentlichen Wettbewerbskräfte bestimmt wird.;Je geringer die Bedrohung der Five Forces ist, desto unattraktiver ist die betrachtete Branche und desto schwieriger ist es, einen nachhaltigen Wettbewerbsvorteil zu erzielen.;Die Five Forces werden nie für die gesamte Branche betrachtet.;Unternehmen sollten eher versuchen, in einer Branche mit attraktiver Branchenstruktur tätig zu sein und eine verteidigungsfähige Position in ihrer Branche aufzubauen, also eine Position in der die fünf Wettbewerbskräfte eine möglichst wenig bedrohliche Ausprägung aufweisen.;;;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;
1261;porter;DD;Ordne folgende Begriffe zu:;false;Einzigartigkeit;Gesamtmarkt;Teilmarkt;Kostenvorsprung;;;;;;;;2;1;1;2;;;;;;;;Wettbewerbsbreite;strategischer Vorteil;;;;;;;;;;;;
1262;porter;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1263;porter;DD;Ordne folgende Begriffe zu:;false;Konstant hohe Geschwindigkeit;Permanente Innovationen;Größenvorteile;Kostenvorteile durch Beschränkung auf ein Segment;Standortvorteile;Automatisierung;Zeitvorteile;Flexibilität;;;;1;1;3;2;1;3;3;2;;;;Differenzierungsvorteile;Nischenvorteile;Kostenvorteile;;;;;;;;;;;
1264;porter;MC;Welche der folgenden Aussagen sind wahr?;false;Die Wettbewerbsstrategie nach Porter gehört zu den Basisstrategien der Unternehmensentwicklung und definiert wie sich ein Unternehmen gegenüber dem Wettbewerb positioniert.;Bei der Strategie der Kostenführerschaft wird angestrebt, der Anbieter auf dem Markt mit dem höchsten Preis zu sein oder zu werden.;Bei der Strategie der Differenzierung soll laut Porter ein Leistungsvorteil erarbeitet werden. Die Produkte oder Dienstleistungen sollen  fast identische Eigenschaften aufweisen.;Das Hauptaugenmerk der Wettbewerbsstrategien nach Porter richtet sich dabei auf die Wettbewerber. Ziel ist eine gefestigte Branchenposition.;;;;;;;;1;0;0;1;;;;;;;;;;;;;;;;;;;;;
1265;porter;DD;Ordne folgende Begriffe zu:;false;Unternehmen können einen entscheidenden Konkurrenzvorteil durch minimal gehaltene Kostenstrukturen erreichen.;In dieser Strategie ist es möglich die Produkte günstiger anzubieten als die Konkurrenz.;Produkte und die Servicedienstleistungen sind bei der Strategie gekennzeichnet durch eine klare Unique Selling Position, die sich deutlich vom bestehenden Angebot am Markt differenzieren.;Strategie kann mit verschiedenen Taktiken umgesetzt werden wie bspw. durch besondere Produkteigenschaften oder Preisführerschaft.;Unternehmen positioniert innerhalb eines spezifischen Teil- oder Nischenmarktes.;Konkurrenzvorteil entsteht durch Avisierung eines engen Marktsegments mit genau definierter Zielgruppe.;;;;;;1;1;2;2;3;3;;;;;;Kostenführerschaft;Differenzierung;Fokussierung;;;;;;;;;;;
1266;porter;TL;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1267;klr ;MC;Welche Stufen bzw. Systeme der Vollkostenrechnung unterscheidet man?;false;Teilkostenrechnung;Kostenartenrechnung;Kostenträgerrechnung;Plankostenrechnung;Kostenstellenrechnung;Prozesskostenrechnung;;;;;;0;1;1;0;1;0;;;;;;;;;;;;;;;;;;;
1268;klr ;SC;Alle Aufwendungen und Erträge sind gleichzeitig auch Kosten und Leistungen.;false;Wahr;Falsch;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;
1269;klr ;DD;Kostenarten nach Art der verbrauchten Produktionsfaktoren. Ziehe alle Elemente in das richtige Feld.;false;Gehälter;kalkulatorische Zinsen;Rohstoffe;Vorprodukte;Abschreibungen auf Sachanlagen;Handelswaren;Sozialabgaben;Fremdinstandhaltung von Anlagen;Löhne;Betriebsstoffe;;2;4;1;1;3;1;2;3;2;1;;Materialkosten;Personalkosten;Betriebsmittelkosten;Kapitalkosten;;;;;;;;;;
1270;klr ;MC;Man unterscheidet 2 Arten von Kalkulationssätzen. Welche?;false;Hilfskostenstellen;Maschinenstundensätze;Zuschlagssätze;Technologieentwicklung;Verteilungsschlüssel;Eingangsrechnungen;;;;;;0;1;1;0;0;0;;;;;;;;;;;;;;;;;;;
1271;klr ;SC;Um marktorientierte Entscheidungen auf Teilkostenbasis zu treffen, gliedert man die Kosten in fixe und variable Kosten.;false;Wahr;Falsch;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1272;klr ;SC;Der Betriebsabrechnungsbogen (BAB) ist das zentrale Informationsinstrument der Kostenstellenrechnung;false;Wahr;Falsch;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1273;klr ;SC;Die kurzfristige Preisuntergrenze deckt:;false;fixe Kosten;variable Kosten;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;
1274;klr ;SC;Ein Auftrag kann auch ein Kostenträger sein.;false;Wahr;Falsch;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1275;klr ;DD;Fallbeispiel - IT Unternehmen. Ziehe alle Elemente in das richtige Feld.;false;Serverkosten;Energiekosten;Personal;Abschreibung;Wartung;Vertrieb;Projekt;Prozess;IT Service;;;1;1;1;1;2;2;3;3;;;;Kostenarten;Kostenstellen;Kostenträger;;;;;;;;;;;
1276;klr ;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1277;klr ;SC;Wie berechnet man die Herstellkosten?;false;Materialkosten + Fertigungskosten;Materialkosten + Verwaltungskosten;Fertigungskosten + Verwaltungskosten;Verwaltungskosten + Vertriebskosten;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;
1278;klr ;SC;In der KLR müssen bestimmte Aufwendungen und Erträge aus der Fibu noch korrigiert oder ergänzt werden. Diese Korrekturen bzw. Ergänzungen erfolgen durch kalkulatorische Kosten.;false;Wahr;Falsch;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1279;klr ;MC;Welche Merkmale treffen auf das interne Rechnungswesen zu?;false;An gesetzliche Vorschriften gebunden;Vergangenheitsbezogen;Aufgaben: Dokumentation, Rechenschaftslegung, Information, Kontrolle;Kann frei gestaltet werden;Aufgaben: innerbetriebliche Planung, Steuerung, Kontrolle;Zeitnah;;;;;;0;0;0;1;1;1;;;;;;;;;;;;;;;;;;;
1280;klr ;SC;Gehört die Hallenbeleuchtung eines Unternehmens zu Einzel- oder Gemeinkosten?;false;Einzelkosten;Gemeinkosten;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;
1281;klr ;TL;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1282;VWL_Mikro;SC;Was ist der primäre Gegenstand der Mikroökonomie?;false;Die Abstimmung der individuellen Pläne, insbesondere durch Preisbildung, auf den Produkt- und Faktormärkten.;Die Untersuchung des wirtschaftlichen Haushaltes einzelner Unternehmen.;Preisbildung in Abhängigkeit der Produktqualität.;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1283;VWL_Mikro;MC;Wovon hängt nach geläufigen Hypothesen die von einem Haushalt nachgefragte Menge eines beliebigen Gutes pro Zeiteinheit ab?;false;Vom Preis des Gutes;Vom Preis anderer Güter;Vom Einkommen;Von der Bedürfnisstruktur;Vom Vermögen des Haushaltes;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1284;VWL_Mikro;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1285;VWL_Mikro;SC;Warum können die individuellen Nachfragekurven der Haushalte für ein Gut unterschiedlich sein, obwohl ihre Einkommen und Vermögen sowie die Preise der anderen Güter gleich sind?;false;Weil das Gut in verschiedenen Zeitintervallen in unterschiedlichen Mengen produziert wird.;Die individuellen Nachfragkurven können nicht verschieden sein.;Weil ihre Bedürfnisse meist verschieden sind.;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1286;VWL_Mikro;MC;Welche Einflussfaktoren sind, abgesehen von denen der individuellen Nachfrage, bei der Marktnachfrage zusätzlich von Bedeutung?;false;Die Verteilung der Einkommen;Die Verteilung der Vermögen;Die größe der anbietenden Unternehmen;Die Zahl der ein bestimmtes Gut Nachfragenden Haushalte;;;;;;;;1;1;0;1;;;;;;;;;;;;;;;;;;;;;
1287;VWL_Mikro;MC;Eine Marktangebotskurve verschiebt sich ceteris paribus nach links, wenn:;false;die Preise der Produktionsfaktoren fallen.;die Preise anderer Güter steigen.;technische Fortschritte realisiert werden.;Anbieter ausscheiden.;die Anbieter größere Stückgewinne als bisher erzielen wollen.;;;;;;;0;1;0;1;1;;;;;;;;;;;;;;;;;;;;
1288;VWL_Mikro;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1289;VWL_Mikro;SC;Welches ist die wichtigste Prämisse des Cobweb-Theorems?;false;Das Angebot reagiert nicht auf Änderungen des Marktpreises.;Das Angebot reagiert ohne Zeitverzögerung auf Änderungen des Marktpreises.;Das Angebot reagiert zeitverzögert auf Änderungen des Marktpreises.;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1290;VWL_Mikro;SC;Was drückt die Nachfrageelastizität (Preiselastizität der Nachfrage) aus?;false;Die Nachfrageelastizität ist ein Änderungsmaß der nachgefragten Menge in Bezug auf die angebotene Menge.;Die Nachfrageelastizität ist ein Änderungsmaß der nachgefragten Menge in Bezug auf den Preis.;Die Nachfragenelastizitäz ist ein Änderungsmaß der angetotenen Menge in Bezug auf die Nachfrage.;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1291;VWL_Mikro;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292;VWL_Mikro;DD;Bedürfnisse: Ordne die Begriffe den richtigen Feldern zu.;false;Hunger;Auto fahren wollen;Bildung;Tanzen;;;;;;;;1;2;3;4;;;;;;;;Existenzbedürfnisse;Wirtschaftliche Bedürfnisse;Kulturelle Bedürfnisse;sonstige Bedürfnisse;;;;;;;;;;
1293;VWL_Mikro;SC;Wie berechnet man die Wachstumsrate?;false;Neuer Wert / Alter Wert;(Alter Wert + Veränderung) / Alter Wert;Veränderung / Alter Wert);;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1294;VWL_Mikro;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1295;VWL_Mikro;DD;Zeitanalyse: Ordne die Beschreibungen den richtigen Feldern zu.;false;Alles auf einen Zeitpunkt bezogen;Vergleich zweier Gleichgewichtszustände;Wirtschaftsablauf in der Zeit;Veränderungen der funktionalen Beziehungen werden berücksichtigt;;;;;;;;2;3;4;1;;;;;;;;evaluatorische;statische;komperativ-statische;dynamische;;;;;;;;;;
1296;VWL_Mikro;TL;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1297;VWL_Makro;MC;Aufgabe der Volkswirtschaftlichen Gesamtrechnung ist es, …;false;... die Rechnungslegung der Unternehmen eines Landes zu Vereinheitlichen.;... das Ausgabegebaren des Staates im jeweils vorangegangenen Rechnungsjahr offenzulegen.;... die in einem Land durch die Wirtschaftstätigkeit während einer Periode neu geschaffenen Werte zu erfassen.;... das so gennannte Volkseinkommen und Sozialprodukt auszuweisen.;... den in einem Land in jedem Zeitpunkt vorhandenen Bestand ökonomischer Werte zu ermitteln.;;;;;;;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;
1298;VWL_Makro;DD;Ordne die Erklärungen den richtigen Begriffen zu.;false;Ein System von Definitionen gesamtwirtschaftlicher Größen und deren empirische Darstellung;Die Empirische Darstellung dieser Größen;Ein System von Definitionen gesamtwirtschaftlicher Größen;;;;;;;;;1;3;2;;;;;;;;;Volkswirtschaftliche Gesamtrechnung (VGR);Kreislaufanalyse;VGR im staatlichen Sinn;;;;;;;;;;;
1299;VWL_Makro;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;VWL_Makro;MC;Nach welchen Wirtschaftsbereichen werden die Beiträge zum Bruttoinlandsprodukt in der Regel statistisch aufgeteilt?;false;Land- und Forstwirtschaft;Tourismus und Gastronomie;Warenproduzierendes Gewerbe;Handel und Verkehr;Dienstleistungsbereiche;;;;;;;1;0;1;1;1;;;;;;;;;;;;;;;;;;;;
1301;VWL_Makro;SC;Wie nennt man den Anteil der Unselbstständigeneinkommen am Volkseinkommen?;false;Profitquote;Lohnquote;Gehaltsquote;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1302;VWL_Makro;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;VWL_Makro;SC;In welchem Zusammenhang stehen Brutto-, Netto- und Ersatzinvestition?;false;Bruttoinvestition = Nettoinvestition + Ersatzinvestition;Nettoinvestition = Bruttoinvestition + Ersatzinvestition;Bruttoinvestition = nettoinvestition - Ersatzinvestition;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1304;VWL_Makro;DD;Ordne die Institutionen des staatlichen Sektors richtig zu.;false;Arbeitsämter;Lastenausgleichfonds;Stiftung Warentests;Gemeindeverbände;;;;;;;;4;1;2;3;;;;;;;;Gebietskörperschaften;öffentliche Anstalten;Vermögen;Zweckverbände;;;;;;;;;;
1305;VWL_Makro;MC;Woraus besteht der Sektor Private Haushalte?;false;Private Ein- und Mehrpersonenhaushalte;Anstalthaushalte;Private Institutionen ohne Erwerbscharakter;Private Institutionen mit Erwerbscharakter;Zweckverbände;;;;;;;1;1;1;0;0;;;;;;;;;;;;;;;;;;;;
1306;VWL_Makro;MC;Wie lauten die beiden Ausgangsfragen der KEYNESschen Analyse?;false;Wie lässt sich das Volkseinkommen am besten berechnen?;Wie lässt sich das Volkseinkommen bei gesamtwirtschaftlichem Gleichgewicht bestimmen?;Wie ändert sich das Volkseinkommen nach einer autonomen Ausgabenänderung?;Wie ändert sich das Volkseinkommen nach einer autonomen Einkommensänderung?;Warum berechnet man das Volkseinkommen?;;;;;;;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;
1307;VWL_Makro;MC;Diese beiden Fragen lassen sich  methodisch gesehen nur beantworten ...;false;... im Rahmen der Volkswirtschaftlichen Gesamtrechnung.;... durch eine noch umfassendere Ex-post-Analyse.;... durch eine Ex-ante-Analyse unter Verwendung des begrifflichen Instrumentariums der VGR.;... weder durch eine Ex-post- noch durch eine Ex-ante-Analyse, sondern nur rein intuitiv.;... sowohl in einem Ex-ante-Grundmodell als auch im Rahmen eines erwiterten Hypothesensystems.;;;;;;;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;
1308;VWL_Makro;TQ;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;VWL_Makro;MC;Der dritte KEYNES-Fall ist dadurch gekennzeichnet, dass die folgenden Größen zu hoch sind um ein Vollbeschäftigungsgleichgewicht zuzulassen:;false;das Nominallohnniveau;das Preisniveau;das Reallohnniveau;das Zinsniveau;;;;;;;;1;1;0;1;;;;;;;;;;;;;;;;;;;;;
1310;VWL_Makro;TL;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
