subject;questionType;id;completed;question;answers/0;answers/1;answers/2;answers/3;answers/4;answers/5;answers/6;answers/7;answers/8;answers/9;answers/10;answers/11;answers/12;answers/13;answers/14;answers/15;answers/16;answers/17;answers/18;answers/19;correct/0;correct/1;correct/2;correct/3;correct/4;correct/5;correct/6;correct/7;correct/8;correct/9;correct/10;correct/11;correct/12;correct/13;correct/14;correct/15;correct/16;correct/17;correct/18;correct/19;title/0;title/1;title/2;title/3;title/4;title/5;title/6;title/7;title/8;title/9;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;MC;1196;false;Welche Vorteile hat die Gewinnvergleichsrechnung?;Einfache Anwendung;Einbeziehung des Erlöses einer Investition;Berücksichtigt Qualitätsunterschiede;Unproblematisch bei unterschiedlichen Nutzungsdauern;;;;;;;;;;;;;;;;;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;SC;1197;false;Welche Menge muss mindestens abgesetzt werden, damit keine Verluste erzielt werden?;Keine;Break-Even-Menge;Maximale Produktionsmenge;Minimale Produktionsmenge;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;SC;1198;false;Der Gewinn bei der Break-Even-Menge ist größer 0.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;SC;1199;false;Bei den dynamischen Investitionsrechnungen werden mehrere Perioden betrachtet.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;SC;1200;false;Wie ist der Kapitalwert definiert?;Positive Differenz aus Erträgen und Aufwendungen;Gewinn nach Abzug von Steuern;Kennziffer der dynamischen Investitionsrechnung - Summe der Barwerte einer Investition;Summe der materiellen und immateriellen Güter eines Unternehmens;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;DD;1201;false;Handelt es sich um ein statisches oder dynamisches Investitionsrechenverfahren? ;Kostenvergleichsrechnung;Dynamische Amortisationsdauer;Gewinnvergleichsrechnung;Annuitätenmethode;Kapitalwertmethode;Rentabilitätsrechnung;Amortisationsrechnung;Interner Zinsfuß;;;;;;;;;;;;;1;2;1;2;2;1;1;2;;;;;;;;;;;;;Statische;Dynamische;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;TQ;1202;false;Rentabilitätsrechnung und Amortisationsrechnung.;Die;;macht eine Aussage über;;des eingesetzten;;. Die;;ergänzt die anderen statischen Verfahren um eine;;.;;;;;;;;;;;4;;2;;3;;1;;5;;;;;;;;;;;Amortisationsrechnung;Verzinsung;Kapital;Rentabilitätsrechnung;Risikobetrachtung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Investition;TL;1203;false;Übersetzungsfrage;residual value;net present value method;internal rate of return method;comparative profit method;payback method;comparative cost method;average return method;imputed interest;acquisition costs;imputed depreciation;;;;;;;;;;;3;1;2;5;7;4;6;10;8;9;;;;;;;;;;;Kapitalwertmethode;Interne Zinsfußmethode;Restwert;Kostenvergleichsrechnung;Gewinnvergleichsrechnung;Rentabilitätsrechnung;Amortisationsvergleichsrechnung;Anschaffungskosten;Kalkulatorische Abschreibung;Kalkulatorische Zinsen;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;SC;1204;false;Welche Aussage trifft auf digitale Informationen zu?;Sie können zu geringen Kosten ohne Integritätsverlust aufwändig dupliziert werden.;Sie können in kurzer Zeit ohne Qualitätsverlust einfach dupliziert werden.;Sie können zu geringen Kosten ohne Qualitätsverlust einfach dupliziert werden.;Sie können zu geringen Kosten ohne Qualitätsverlust einfach zerstört werden.;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;SC;1205;false;Wie ist Software am besten definiert?;Die Offlineversion einer Netzwerkressource.;Eine Sammlung von Algorithmen auf einem Computer.;Die Implementierung eines Programms in einer Laufzeitumgebung.;;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;MC;1206;false;Welche Bestandteile enthält ein Softwareprodukt?;Code;Vertrag;Installations- und De-Installationsroutinen;Bilder, Klänge und Schriftarten;Hilfssystem / Anleitung;Rechnung;Diskette;Updatemethoden / Patches;Treiber für spezifische Hardware;;Aktivierungscode;;;;;;;;;;1;0;1;1;1;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;SC;1207;false;Wie viele natürliche Zahlen existieren in einem 32bit-System?;(32^2) - 1;2^32;32^2;(2^32) - 1;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;SC;1208;false;Was wird als Mantisse bezeichnet?;Die Potenz einer Gleitkommazahl nach den Ziffernstellen.;Die Ziffernstellen einer Gleitkommazahl vor der Potenz.;Der Logarithmus einer Gleitkommazahl bezogen auf die Potenz.;Die Stellen einer Gleitkommazahl vor dem Komma.;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;SC;1209;false;Sind Gleitkommazahlen fehleranfällig?;Ja, die Limitierung der Mantisse führt zu Präzisionsfehlern.;Ja, aber der Gleitkommaprozessor gleicht die Fehler der Potenz aus.;Ja, aber nur bei negativen Gleitkommazahlen durch die Nullstellenproblematik.;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;SC;1210;false;Wozu dient die Byte-Reihenfolge?;Sie legt fest, in welcher Reihenfolge Bytefolgen gespeichert werden.;Sie legt fest, in welcher Reihenfolge Byteabstände gelöscht werden.;Sie legt fest, in welcher Reihenfolge Bytefolgen verschlüsselt werden.;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;MC;1211;false;Welche Elemente sind Bestandteile einer Von-Neumann-Architektur?;Prozessor (CPU) mit Steuerwerk und Rechenwerk (ALU);Register;Hauptspeicher;Massenspeicher;I/O-Interface;Grafikeinheit;Netzwerkeinheit;Bus-System;;;;;;;;;;;;;1;0;1;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;DD;1212;false;Ordne diese typischen Operationen einer Von-Neumann-Architektur einander zu.;Stop;Summierung von Daten;Verschiebung von Daten zwischen Speicher, Prozessor und I/0;Vergleich von Daten;Multiplikation von Daten;Sprung zu neuer Instruktion;;;;;;;;;;;;;;;4;1;3;2;1;4;;;;;;;;;;;;;;;Arithmetische Operation;Logische Operation;Transportoperation;Verzweigung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;MC;1213;false;Welche Datenkompressionsarten gibt es?;Verlustarme Datenkompression (Poor Lossless);Verlustbehaftete Datenkompression (Lossy);Verlustqualitative Datenkompression (Quality Lossy);Verlustsensitive Datenkompression (Sensitive Lossy);Verlustfreie Datenkompression (Lossless);Verlustreiche Datenkompression (Rich Lossless);;;;;;;;;;;;;;;0;1;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;SC;1214;false;Was ist ein Cache?;Die technische Bezeichnung für die Druckerwarteschlange.;Der Blockbereich eines Massenspeichers, der für die Verteilung von Prüfziffern zuständig ist.;Ein Puffer-Speicher, der zwischen Systemen mit unterschiedlicher Geschwindigkeit vermittelt.;Die Sicherheitsschaltung in einem Netzteil.;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;SC;1215;false;Was sind zeichenorientierte Geräte (character devices)?;Zeichenorientierte Geräte übertragen nur ein Zeichen zur selben Zeit. Ein Beispiel ist das Keyboard.;Zeichenorientierte Geräte sind Geräte zur Freihandgestaltung am Computer. Ein Beispiel ist der PC-Stift.;Zeichenorientierte Geräte übertragen Zeichen in Matrixform. Ein Beispiel ist eine Analog-Digital-Matrix.;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;TQ;1216;false;Was ist ein Algorithmus?;Eine endliche;;von genau definierten;;zur Erfüllung gleichartiger;;;.;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;;;;;Aufgabe;Reihe;Anweisungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;TQ;1217;false;Was macht die Pulse Code Modulation-Methode?;Sie wandelt ein zeit- und wertkontinuierliches;;Signal in ein zeit- und wertdiskretes;;Signal um.;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;digitales;analoges;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIntro;TL;1218;false;Ordne den deutschen Fachbegriffen ihre englischen Übersetzungen zu.;Character Device;Block Device;Mainboard;Runtime Environment;Mantissa;Cache;Floating Point Number;Source Code;Main Memory;Redundant Array of Independent Disks;;;;;;;;;;;3;6;1;4;5;7;9;10;8;2;;;;;;;;;;;Hauptplatine;Redundante Anordnung unabhängiger Festplatten;zeichenorientiertes Gerät;Laufzeitumgebung;Mantisse;blockorientiertes Gerät;Puffer-Speicher;Hauptspeicher;Gleitkommazahl;Quelltext;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;MC;1219;false;Die Vorgehensweise von ITIL ist …;… technikorierntiert;… serviceorientiert;… prozessorientiert;… objektorientiert;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;MC;1220;false;Welche Teilprozesse existieren im Capacity Management?;Business Capacity;Component Capacity;Service Capacity;Revenue Capacity;;;;;;;;;;;;;;;;;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;SC;1221;false;Die Umsetzung von ITIL ist ein …;… De-facto-Standard;… De-jure-Standard;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;SC;1222;false;Continual Service Improvement beschäftigt sich mit der Verbesserung der IT-Services.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;SC;1223;false;Welche Alternative zu ITIL kann genutzt werden?;COBIT;ITMS;IMBIT;EBIT;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;SC;1224;false;Was bestimmt den Nutzen eines IT Services?;Service Entity & Timeframe;Availability, Warranty & Timeframe;Utility, Warranty & Cost;Cost, Utility & Availability;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;SC;1225;false;Nach welchen Kriterien sollte man den Servicekatalog sortieren?;Technische Kriterien;Logistische Kriterien;Finanzielle Kriterien;Kunden Kriterien;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;DD;1226;false;Ordne dem Process Owner und Process Manager die jeweiligen Aufgaben und Verantwortlichkeiten zu.;Prozessziele festlegen;Einhaltung von KPIs überwachen;Definition des Prozesses;Operative Ressourcenplanung;;;;;;;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;;;;;;Process Owner;Process Manager;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;DD;1227;false;Ordne die folgenden Prozesse ihren ITIL Bänden zu.;Service Level Management;IT Service Continuity;Service Portfolio Management;Service Asset & Configuration Management;Financial Management;Demand Management;Incident Management;Release Management;Capacity Management;Request Fulfillment;;;;;;;;;;;2;2;1;3;1;1;4;3;2;4;;;;;;;;;;;Service Strategy;Service Design;Service Transition;Service Operation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;DD;1228;false;Ordne die folgenden Rahmenvereinbarungen ihren jeweiligen Vertragspartnern zu.;Service Level Agreement (SLA);Operation Level Agreement (OLA);Underpinning Contract (UP);;;;;;;;;;;;;;;;;;2;1;3;;;;;;;;;;;;;;;;;;Interne Einheiten;Kunden;Lieferanten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;DD;1229;false;Ordne die folgenden Attribute dem Asset Management und dem Configuration Management zu.;Personalnummer;Standort;Prozessor;Abschreibungsbetrag;Betriebssystem;Netzwerkanbindung;Kostenstelle;IT-Service;;;;;;;;;;;;;1;2;3;1;3;3;1;2;;;;;;;;;;;;;Asset Management;Schnittstelle;Configuration Management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;TQ;1230;false;Release Management;Das Release Management ist für die Implementierung zusammenhängender Veränderungsmaßnahmen verantwortlich. Dabei handelt es sich entweder um einen; ;bei dem eine vollständig zusammengestellte neue Version des Systems implementiert wird, einen; ;bei dem nur Dateien, die sich seit dem letzen Release geändert haben implementiert werden oder einen; ;bei dem mehrere unabhängige Releases zu einem Paket zusammengefasst werden.;;;;;;;;;;;;;;;1;;3;;2;;;;;;;;;;;;;;;Full Release;Package Release;Delta Release;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;TQ;1231;false;Service Operation;Das Service Desk bildet den Single Point of Contact zum Anwender in der Service Operation. Ein; ;Service Desk bietet mit unabhängigen Ressourcen pro Standort oder Geschäftsbereich Anwendernähe, führt aber auch zu doppelten Prozessen. Ein; ;Service Desk ist mit einer gesamtseitlichen Organisation für alle Standorte und Geschäftsbereiche eine kostengünstige und gleichmäßig ausgelastete Variante, hat aber einen hohen administrativen Aufwand. Ein; ;Service Desk ermöglicht mit einer zentralen Datenhaltung und dezentralen Mitarbeitern Kundennähe und gleichmäßige Auslastung und kann nach dem Follow-the-Sun-Prinzip organisiert werden.;;;;;;;;;;;;;;;3; ;1; ;2;;;;;;;;;;;;;;;virtuelles;lokales;zentrales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;OD;1232;false;Ordne die folgenden Wiederherstellungsoptionen für den Katastrophenfall nach vorraussichlicher Downtime.;Warm Standby;Cold Standby;Immediate Recovery;Hot Standby;;;;;;;;;;;;;;;;;2;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;TL;1233;false;Ordne die englischen Begriffe den deutschen Begriffen zu. ;Total Cost of Ownership (TCO);Incident Management;Configuration Item (CI);Warranty;Utility;Downtime;Single Point of Failure;Request for Change (RFC);Incident Report;Process Owner;;;;;;;;;;;8;3;5;4;1;6;9;10;2;7;;;;;;;;;;;Zweckmäßig;Ticketdatensatz;Störungsmanagement;Gebrauchstauglichkeit;Konfigurationsobjekt;Ausfallzeit;Prozessverantwortlicher;Gesamtbetriebskosten;einzelne Fehlerstelle;Änderungsantrag;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;TQ;1234;false;Release Management;Das Release Management ist für die Implementierung zusammenhängender Veränderungsmaßnahmen verantwortlich. Dabei handelt es sich entweder um einen;;bei dem eine vollständig zusammengestellte neue Version des Systems implementiert wird, einen;;bei dem nur Dateien, die sich seit dem letzen Release geändert haben implementiert werden oder einen;;bei dem mehrere unabhängige Releases zu einem Paket zusammengefasst werden.;;;;;;;;;;;;;;;1;;3;;2;;;;;;;;;;;;;;;Full Release;Package Release;Delta Release;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;TQ;1235;false;Service Operation;Das Service Desk bildet den Single Point of Contact zum Anwender in der Service Operation. Ein;;Service Desk bietet mit unabhängigen Ressourcen pro Standort oder Geschäftsbereich Anwendernähe, führt aber auch zu doppelten Prozessen. Ein;;Service Desk ist mit einer gesamtseitlichen Organisation für alle Standorte und Geschäftsbereiche eine kostengünstige und gleichmäßig ausgelastete Variante, hat aber einen hohen administrativen Aufwand. Ein;;Service Desk ermöglicht mit einer zentralen Datenhaltung und dezentralen Mitarbeitern Kundennähe und gleichmäßige Auslastung und kann nach dem Follow-the-Sun-Prinzip organisiert werden.;;;;;;;;;;;;;;;3;;1;;2;;;;;;;;;;;;;;;virtuelles;lokales;zentrales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITServiceManagement;TL;1236;false;Vokabeltest. Ordne die englischen Begriffe den deutschen Begriffen zu.;TCO (Total Cost Ownership);Incident Management;CI (Configuration Item);Warranty;Utility;Downtime;Single Point Failure;RfC (Request for Change);Incident Report;Process Owner;;;;;;;;;;;8;3;5;4;1;6;9;10;2;7;;;;;;;;;;;Zweckmäßigkeit;Ticketdatensatz;Störungsmanagement;Gebrauchstauglichkeit;Konfigurationsobjekt;Ausfallzeit;Prozessverantwortlicher;Gesamtbetriebskosten;einzelne Fehlerstelle;Veränderungsantrag;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;MC;1237;false;Welche Stufen bzw. Systeme der Vollkostenrechnung unterscheidet man?;Teilkostenrechnung;Kostenartenrechnung;Kostenträgerrechnung;Plankostenrechnung;Kostenstellenrechnung;Prozesskostenrechnung;;;;;;;;;;;;;;;0;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;SC;1238;false;Alle Aufwendungen und Erträge sind gleichzeitig auch Kosten und Leistungen.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;DD;1239;false;Kostenarten nach Art der verbrauchten Produktionsfaktoren. Ziehe alle Elemente in das richtige Feld.;Gehälter;kalkulatorische Zinsen;Rohstoffe;Vorprodukte;Abschreibungen auf Sachanlagen;Handelswaren;Sozialabgaben;Fremdinstandhaltung von Anlagen;Löhne;Betriebsstoffe;;;;;;;;;;;2;4;1;1;3;1;2;3;2;1;;;;;;;;;;;Materialkosten;Personalkosten;Betriebsmittelkosten;Kapitalkosten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;MC;1240;false;Man unterscheidet 2 Arten von Kalkulationssätzen. Welche?;Hilfskostenstellen;Maschinenstundensätze;Zuschlagssätze;Technologieentwicklung;Verteilungsschlüssel;Eingangsrechnungen;;;;;;;;;;;;;;;0;1;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;SC;1241;false;Um marktorientierte Entscheidungen auf Teilkostenbasis zu treffen, gliedert man die Kosten in fixe und variable Kosten.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;SC;1242;false;Der Betriebsabrechnungsbogen (BAB) ist das zentrale Informationsinstrument der Kostenstellenrechnung;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;SC;1243;false;Die kurzfristige Preisuntergrenze deckt:;fixe Kosten;variable Kosten;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;SC;1244;false;Ein Auftrag kann auch ein Kostenträger sein.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;DD;1245;false;Fallbeispiel - IT Unternehmen. Ziehe alle Elemente in das richtige Feld.;Serverkosten;Energiekosten;Personal;Abschreibung;Wartung;Vertrieb;Projekt;Prozess;IT Service;;;;;;;;;;;;1;1;1;1;2;2;3;3;;;;;;;;;;;;;Kostenarten;Kostenstellen;Kostenträger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;SC;1246;false;Wie berechnet man die Herstellkosten?;Materialkosten + Fertigungskosten;Materialkosten + Verwaltungskosten;Fertigungskosten + Verwaltungskosten;Verwaltungskosten + Vertriebskosten;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;SC;1247;false;In der KLR müssen bestimmte Aufwendungen und Erträge aus der Fibu noch korrigiert oder ergänzt werden. Diese Korrekturen bzw. Ergänzungen erfolgen durch kalkulatorische Kosten.;Wahr;Falsch;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;MC;1248;false;Welche Merkmale treffen auf das interne Rechnungswesen zu?;An gesetzliche Vorschriften gebunden;Vergangenheitsbezogen;Aufgaben: Dokumentation, Rechenschaftslegung, Information, Kontrolle;Kann frei gestaltet werden;Aufgaben: innerbetriebliche Planung, Steuerung, Kontrolle;Zeitnah;;;;;;;;;;;;;;;0;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;SC;1249;false;Gehört die Hallenbeleuchtung eines Unternehmens zu Einzel- oder Gemeinkosten?;Einzelkosten;Gemeinkosten;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;TQ;1250;false;Einzel- und Gemeinkosten;Die;;können dem Kostenträger direkt und unmittelbar zugeordnet werden. Während die;;dem Kostenträger nicht direkt und unmittelbar zugeordnet werden können.;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;Einzelkosten;Gemeinkosten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostenleistungsrechnung;TL;1251;false;Übersetzungsfrage;Cost centre;Cost unit;Material overheads;Cost type;Absorption costing;Direct material costs;Marginal costing;Cost allocation sheet;Production overheads;Direct labour costs;;;;;;;;;;;5;7;4;1;2;6;3;10;9;8;;;;;;;;;;;Vollkostenrechnung;Teilkostenrechnung;Kostenart;Kostenstelle;Kostenträger;Materialeinzelkosten;Materialgemeinkosten;Fertigungseinzelkosten;Fertigungsgemeinkosten;Betriebsabrechnungsbogen;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;MC;1252;false;Wie definiert man ein Ereignis?;Eine Menge von Elementarereignissen.;Das Ergebnis einer Zuordnung.;Eine Teilmenge des Ergebnisraums.;Die Schnittmenge aller Zufallsexperimente. ;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;MC;1253;false;Das Signifikanzniveau …;… heißt α und ist eine kleine Zahl nahe Null.;… wird bei Hypothesentests als Fehler der ersten Art gewertet. ;… berechnet man mit dem Median.;… kann nur durch eine Stichprobe mit mehr als 100 Beobachtungsobjekten festgelegt werden.;… gibt im Hypothesentest an, welches Risiko man bereit ist einzugehen, eine falsche Entscheidung zu treffen;;;;;;;;;;;;;;;;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;SC;1254;false;Entlang der Äste eines Wahrscheinlichkeitsbaums wird …;… addiert.;… subtrahiert. ;… multipliziert.;… dividiert.;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;SC;1255;false;Für das Würfeln mit zwei Würfeln ist die Wahrscheinlichkeit, dass die Augenzahl größer als 10 ist, …;… 1/10.;… 6/10.;… 1/6.;0.;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;SC;1256;false;Welche Arten von Hypothesentests gibt es?;Relativer und prozentualer Hypothesentest.;Einseitger und zweiseitiger Hypothesentest. ;Statistiscer und dynamischer Hypothesentest.;Normalverteilter und standardnormalverteilter Hypothesentest.;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;SC;1257;false;20 IT-Services sollen im Durchschnitt von mehr als 10 Mitarbeitern betreut werden. Welche Hypothesen sollte sie testen?;"H0:μ≤20;H1:μ>20";"H0:μ≤10;H1:μ>10";"H0:μ>20;H1:μ≤20";"H0:μ>20;H1:μ>10";;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;SC;1258;false;Die verschiedenen Kunden eines IT Unterhehmens haben eine Größe von 140, 211, 127, 290, 195, 150 und 143 Mitarbeiter. Wie groß ist die Spannweite dieser Unternehmensgrößen?;163;1256;19,4;3;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;SC;1259;false;In welchem Fall wird der Satz von Bayes angewandt?;Durch neu gewonnene Informationen können schon ermittelte Wahrscheinlichkeiten genauer bestimmt werden.;Durch verringerten Ergebnisraum können schon ermittelte Wahrscheinlichkeiten genauer bestimmt werden.;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;DD;1260;false;Es gehen Rechnungen mit den folgenden Werten ein: 50€, 100€, 81€, 250€, 1000€, 44€, 250€. Ordne die Lagemaße korrekt zu.;250;100;254;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;;;;;;Median;Mittelwert;Modus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik;DD;1261;false;Ein IT-Unternehmen möchte offene Stellen besetzen. Folgende Mitarbeiter werden gesucht: HR : 2, Service Desk : 5, Marketing : 3, Sales : 5, Buchhaltung : 3, SAP Consultant : 5, Einkauf : 1, Network Engineer : 3, Presales : 3, Motivationstrainer : 0, Controlling : 3, Entwickler : 5, Jurist : 1, Praktikant : 1. Ordne die absolute Häufigkeit korrekt den offenen Stellen zu.;0;1;2;3;4;5;;;;;;;;;;;;;;;2;1;5;6;4;3;;;;;;;;;;;;;;;3;1;4;0;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
